HQID,ID,Price,SalePrice,SaleStartDate,SaleEndDate,SaleType
7260,7260,19.99,0.00,NULL,NULL,0
7201,7201,19.99,0.00,NULL,NULL,0
9235,9235,29.99,0.00,NULL,NULL,0
8867,8867,20.99,0.00,NULL,NULL,0
9238,9238,17.99,0.00,NULL,NULL,0
9237,9237,8.99,0.00,NULL,NULL,0
9236,9236,4.99,0.00,NULL,NULL,0
21480,22311,35.99,23.99,NULL,NULL,0
8787,8787,26.99,0.00,NULL,NULL,0
8626,8626,21.99,0.00,NULL,NULL,0
3397,3397,12.99,0.00,NULL,NULL,0
9604,9604,44.99,37.99,1899-12-31 00:00:00.000,2030-12-31 00:00:00.000,1
9605,9605,38.99,32.99,1899-12-31 00:00:00.000,2030-12-31 00:00:00.000,1
